language,latitude,longitude,color,family,subgroup,country
Russian_Finland [rus-4],60.4,29.5,#4FA518,Indo-European,Balto-Slavic,Finland
Jämtska [swe-10],63.5,13,#7FBB28,Indo-European,Germanic,Sweden
Kven [fkv],69.27,19.96,#5DA71F,Uralic,Finnic,Norway
Erzya [myy-2],52,45.5,#2B8356,Uralic,Mordvin,Russia
Moksha [mdf],52.43,43.45,#219963,Uralic,Mordvin,Russia
Uighur_Eastern [uig-2],41.5,86.1,#288C78,Turkic,South-east,China
Uighur_Turfan [uig-3],43,89.25,#20917F,Turkic,South-east,China
Chaudangsi [cdn],29.7,80.48,#44A98F,Tibeto-Burman,Western Himalayan,India
Nangchenpa [],32.2,96.48,#3CB59D,Tibeto-Burman,Bodic,China
Daxing_Miao [],27.88,109.29,#E2D094,Hmong-Mien,Hmongic,China
Semai [sea],4,101.667,#CC957C,Austroasiatic,Aslian,Malaysia
Suyá [suy-2],-11.431967,-53.185075,#687ABF,Macro-Je,Je,Brazil
Parkateje [xxx-19],-5.25,-48.9166,#6D6DC0,Macro-Je,,Brazil
Arára_Pará [aap],-4.2422,-53.3745,#804FB0,Cariban,Pekodian,Brazil
Mebengokre [txu],-9,-52,#8C8FB4,Macro-Je,Je,Brazil
Emerillon [eme],2.9266,-53.0419,#6C26A8,Tupian,Tupi-Guarani,French Guiana
Moré [ite],-12.3,-64.98,#9D715E,Chapacura,More-Waric,Bolivia
Juruna [jur],-5.5,-53,#8F75A9,Tupian,Juruna,Brazil
Kuikuro [kui],-13,-54.2,#90528C,Cariban,Nahukwa,Brazil
Mawé [mav],-3.156,-56.558,#854D99,Tupian,Mawe,Brazil
Suruí [sru],-11.014,-61.222,#8460BD,Tupian,Mondé,Brazil
Tupinamba [tpn],-22.7,-42.1,#8F53BE,Tupian,Tupi-Guarani,Brazil
Poyanawa [pyn],-7.441,-73.465,#A4CBDB,Panoan,Main,Brazil
Umotina [umo],-15.251,-57.309,#AC65D5,Macro-Je,Bororo,Brazil
Tiwa_Southern [tix],34.9,-106.675,#571C92,Kiowa-Tanoan,Tewa-Tiwa,USA
Tapirapé [taf],-10.2567,-51.014352,#8849BE,Tupian,Tupi-Guarani,Brazil
Wayoró [wyr],-12.3262,-62.6181,#7357BB,Tupian,Tupari,Brazil
Huariapano [pno-2],-7.17,-75,#427B9C,Panoan,Main,Peru
Bori [adi-7],28.2,94.6,#44A7BB,Tibeto-Burman,Tani,India
Karko [adi-8],28,94.8,#49A99F,Tibeto-Burman,Tani,India
Pailibo [adi-6],28.7,94.3,#3D9E9C,Tibeto-Burman,Tani,India
Ramo [adi-5],28.8,94.2,#3EA1B6,Tibeto-Burman,Tani,India
Nefamese [asm],28.18,95.205,#46CC98,Indo-European,Indo-Iranian,India
Ansus [and],-1.73,135.806,#CF6999,Malayo-Polynesian,Eastern Malayo-Polynesian,Indonesia
Arabic_Sason [arb-2],38.333,41.42,#714649,Afro-Asiatic,Semitic,Turkey
Turku [shu],12,18.5,#C7B177,Afro-Asiatic,Semitic,Chad
Arabic_Khawetna [arb-2],36.42,41.225,#876136,Afro-Asiatic,Semitic,Turkey
Arabic_Tillo [arb-2],37.95,42.013,#6F6E44,Afro-Asiatic,Semitic,Turkey
Arabic_Coastal-Dhofari [acx],20.7,58.2,#864F26,Afro-Asiatic,Semitic,Oman
Gulf Pidgin Arabic [afb],24.25,55.78,#D2BB8A,Afro-Asiatic,Semitic,United Arab Emirates
Arabic_Muscat [acx-2],23.63,58.55,#943F36,Afro-Asiatic,Semitic,Oman
Hasköy_Arabic [arb-2],36.685,41.7,#69612F,Afro-Asiatic,Semitic,Turkey
Wejewa [wew],-9.58,119.33,#D6726F,Malayo-Polynesian,Flores-Sawu-Sumba,Indonesia
Tiefo-N [tiq],10.9,-4.4,#915E96,Niger-Kongo,Atlantic-Congo,Burkina Faso
Dyula [dyu],10.45,-4.72,#8AB17C,Mande,Central-West,Burkina Faso
Mano [mev],7.05,-8.86,#8A9591,Mande,Eastern,Liberia
Beng [nhb],7.83,-4.25,#A18EA5,Mande,Eastern,Côte d'Ivoire
Jalkunan [bxl],10.54,-5.22,#7991AD,Mande,Northwest,Burkina Faso
Kono [knu],7.85,-8.26,#8653A3,Mande,Central-West,Liberia
Maninka_Niokolo [msc-xxx],12.7,-12.3,#8BAB8C,Mande,Central-West,Senegal
Pancana_Kapontori [pnp-5],-5.2,122.67,#CA4757,Malayo-Polynesian,Celebic,Indonesia
Cofan [con],0.25,-77,#53AA81,Kofan,,Ecuador
Quechua_PuyoPongo [],-1.5,-78,#33926F,Quechuan,II-B,Ecuador
Nukak [mbr],0.858,-72.029,#2B8D9B,Kakua-Nukak,,Colombia
Turkish_Cypriot [tur-2],35.5,33,#3E8F2E,Turkic,South-west,Cyprus
Cabiyarí [cbb],-0.1302,-70.6927,#B56E8A,Arawak,North,Colombia
Toto [txo],26.83,89.31,#39B597,Tibeto-Burman,Bodic,India
Vera'a [vlr],-13.87,167.42,#D49EA8,Oceanic,Southern Oceanic,Vanuatu
Slovenian_Nedisko [slv-12],45.973,13.378,#5FA523,Indo-European,Balto-Slavic,Italy
Friulian [fur],46.2,13,#7CA023,Indo-European,Romance,Italy
Mocheno [cim-2],46.1,11.3,#70AC1E,Indo-European,Germanic,Italy
Cimbrian [cim],45.62,11.13,#76A925,Indo-European,Germanic,Italy
Ladin [lld],46.68,11.9,#8BA126,Indo-European,Romance,Italy
Resian [slv-14],46.38,13.3,#61B027,Indo-European,Balto-Slavic,Italy
Venetian [vec],45.73,11.85,#78AA25,Indo-European,Romance,Italy
Occitan [oci],45,1,#81AB1F,Indo-European,Romance,France
Kara [kxh],5.21,36.17,#37A374,Afro-Asiatic,Omotic,Ethiopia
Tharu_Chitoniya [thq],27.58,84.41,#42BE49,Indo-European,Indo-Iranian,Nepal
Girirra [gex-2],5.84,42.11,#638E75,Afro-Asiatic,Cushitic,Somalia
Bayso [bsw-3],6.28,37.76,#43905F,Afro-Asiatic,Cushitic,Somalia
Ts'ixa [xxx-158],-19.18,24,#4EA075,Khoe,Khoe,South Africa
Bukit [bvu],-2.75,115.64,#ED9C4F,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Ulwa [yla],-4.4,143.99,#7888AB,Yuat,,Papua New Guinea
Abellen [abp],15.41,120.2,#AD8540,Malayo-Polynesian,Philippines,Philippines
Jambi Dusun Dalam [jax-2],-2.27,102.55,#ECB785,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Yukpa_Irapa [yup-2],10.45,-72.8,#6052BB,Cariban,Yukpa,Venezuela
Ikpeng [txi],-12,-54,#654197,Cariban,Pekodian,Brazil
Yaruro [yae-2],7.563,-67.422,#4E916A,Yaruro,,Venezuela
Gongduk [goe],27.075,91.145,#2D8CA6,Tibeto-Burman,Gongduk,Bhutan
Upper Mangdep [neh-3],27.46,90.45,#50A6A6,Tibeto-Burman,Bodic,Bhutan
Warázu [gyr-2],-12.86,-63.19,#5447B6,Tupian,Tupi-Guarani,Bolivia
Embera_Northern [emp],7.13,-77.57,#4B8A8F,Chocoan,Emberá,Colombia
Epena [sja],3,-77,#446C88,Chocoan,Emberá,Colombia
Lhagang Choyu [qvy],30,101.9,#2EB3A0,Tibeto-Burman,Qiangic,China
Pattani Malay [mfa],6.25,101.83,#FDC287,Malayo-Polynesian,Malayo-Sumbawan,Thailand
Haroi [hro],13.335,108.907,#F5B78A,Malayo-Polynesian,Malayo-Sumbawan,Vietnam
Tongugbe [ewe-2],6.08,0.43,#A3768A,Niger-Kongo,Volta-Niger,Ghana
Akie [oki],-5.43,37.19,#80447E,Nilo-Saharan,Nilotic,Kenya
Endo [enb-2],1.225,35.65,#8A4267,Nilo-Saharan,Nilotic,Kenya
Kumam [laj],1.75,33.21,#B73766,Nilo-Saharan,Nilotic,Uganda
Lhokpu [lhp],26.92,89.24,#22B6AA,Tibeto-Burman,Lhokpu,Bhutan
Kpa' [ksf],4.751,11.231,#A6467E,Niger-Kongo,Atlantic-Congo,Cameroon
Mungbam [mij],6.58,10.23,#D4977F,Niger-Kongo,Atlantic-Congo,Cameroon
Ske [ske],-15.87,168.08,#C05488,Oceanic,Southern Oceanic,Vanuatu
Phong [pnx],19.96,104.09,#F6C396,Austroasiatic,Khmuic,Laos
Kurmuk [bdi],10.55,34.28,#A66271,Nilo-Saharan,Nilotic,Uganda
Lio [ljl],-8.648,121.861,#F4C28F,Malayo-Polynesian,Flores-Sawu-Sumba,Indonesia
Geser [ges-2],-4,131,#EC81AD,Malayo-Polynesian,Central Maluku,Indonesia
Jamee [min-2],3.13,97.45,#F59263,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Rejang [rej],-3.33,102.25,#E17E6A,Malayo-Polynesian,Lampungic,Indonesia
Muko-muko [min-5],-2.55,101.1,#E98C63,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Col [liw],-3.3,102.86,#F2A275,Malayo-Polynesian,Malayo-Sumbawan,Indonesia
Tidung [itd],4,117.75,#D47B67,Malayo-Polynesian,North Borneo,Indonesia
Siang [sya],-0.5,114.5,#EC9B72,Malayo-Polynesian,Barito,Indonesia
Chinantec_Palantla [cpa],17.83,-96.39,#AE2F6B,Otomanguean,Chinantec,Mexico
Chocho [coz],17.67,-97.33,#C13863,Otomanguean,Popolocan,Mexico
Chinantec_Comaltepec [cco],17.57,-96.55,#B93A5D,Otomanguean,Chinantec,Mexico
Chinantec_Lealao [cle],17.32,-95.93,#B13355,Otomanguean,Chinantec,Mexico
Yana [ynn],40.5,-122,#462E92,Yana,,USA
Wayampi_Alto_Jarí [oym],2.5,-53.1569,#7F51A9,Tupian,Tupi-Guarani,French Guiana
Khroskyabs-Wobzi [jiq],31.57,101.93,#325C84,Tibeto-Burman,Qiangic,China
Kakabe [kke],10.6,-11.44,#8DA289,Mande,Western,Guinea
Papapana [ppn],-5.92,155.29,#8B387F,Oceanic,,Papua New Guinea
Texistepec [poq],18.23,-94.87,#A0557F,Totozoquean-Chitimacha,Totozoquean,Mexico
Kasong [cog-2],12.58,102.53,#F9C498,Austroasiatic,Pearic,Thailand
Iraya [iry],13.442,120.572,#A9B471,Malayo-Polynesian,Philippines,Philippines
Mal [mlf],19.333,101.25,#ECD3A3,Austroasiatic,Khmuic,Laos
Jeh [jeh],15.17,107.83,#F0BA90,Austroasiatic,Bahnaric,Vietnam
Kayah Monu [eky-2],19.167,97.159,#DCBEC4,Tibeto-Burman,Karen,Myanmar
Kayah Lahta [eky-3],19.55,97.15,#DAC2B2,Tibeto-Burman,Karen,Myanmar
Masenrempulu [ptt],-3.54,119.66,#D75D56,Malayo-Polynesian,Greater South Sulawesi,Indonesia
Bungku [bkz],-3,122.33,#DA5D67,Malayo-Polynesian,Celebic,Indonesia
Ruc [scb],17.75,105.75,#F4AF85,Austroasiatic,Vietic,Vietnam
Binigura [pnv],-22.488,116.506,#60B784,Pama-Nyungan,,Australia
Tianzhen [cjy-7],40.42,114.091,#A4DE86,Tibeto-Burman,Sinitic,China
Abawiri [flh-2],-3.05,139.21,#9BB2CF,Lakes Plains,Eastern,Indonesia
Bola [bnp],-5.5,150,#D76876,Oceanic,,Papua New Guinea
Yi [iii-3],27.88,102.27,#A2D8A7,Tibeto-Burman,Lolo-Burmese,China
Pa-Hng [pha],26.22,109.04,#EDD79F,Hmong-Mien,Pa-Hng,China
Poguli [kas-2],33.35,75.275,#27A549,Indo-European,Indo-Iranian,India
Bakhtiari [ldd],31.92,50.86,#55725F,Indo-European,Indo-Iranian,Iran
Dai_Jinping [khb-2],22.78,103.225,#CDCF9E,Tai-Kadai,South,China
Xiaoboliu Hmong [hmq],28.25,109.96,#E2DC85,Hmong-Mien,Hmongic,China
Xijia_Hmong [hml],26.64,107.91,#E1D69C,Hmong-Mien,Hmongic,China
Lopit [lpx],4.8,33,#914169,Nilo-Saharan,Nilotic,Sudan
Bokyi [bky],6.66,8.96,#B67D92,Niger-Kongo,Atlantic-Congo,Nigeria
Biafada [bif],11.47,-15.13,#8B2978,Niger-Kongo,Atlantic-Congo,Guinea-Bissau
Dehong [tdd],24,98,#F8CEA9,Tai-Kadai,South,China
